#Variables:
#tasmax (K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Point Location: 42.28125 Latitude, -116.78125 Longitude (closest value to Latitude:42.28125, Longitude:-116.78125) "
#Original Data File(s):
#macav2livneh_tasmax_CCSM4_r6i1p1_historical_1990_2005_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax (K)
1996-10-31,292.521
1996-11-01,291.651
1996-11-02,291.17
1996-11-03,291.285
1996-11-04,294.176
1996-11-05,295.327
1996-11-06,299.276
1996-11-07,296.717
1996-11-08,293.142
1996-11-09,291.809
1996-11-10,290.106
1996-11-11,293.728
1996-11-12,297.222
1996-11-13,298.762
1996-11-14,297.896
1996-11-15,298.154
1996-11-16,299.743
1996-11-17,300.561
1996-11-18,300.842
1996-11-19,299.298
1996-11-20,296.717
1996-11-21,295.833
1996-11-22,289.675
1996-11-23,289.824
1996-11-24,289.503
1996-11-25,287.75
1996-11-26,291.318
1996-11-27,293.416
1996-11-28,293.794
1996-11-29,290.869
1996-11-30,296.12
1996-12-01,291.233
1996-12-02,292.605
1996-12-03,291.503
1996-12-04,288.938
1996-12-05,292.76
1996-12-06,293.646
1996-12-07,290.321
1996-12-08,283.841
1996-12-09,280.931
1996-12-10,282.067
1996-12-11,289.594
1996-12-12,289.321
1996-12-13,286.785
1996-12-14,283.976
1996-12-15,286.121
1996-12-16,288.889
1996-12-17,285.978
1996-12-18,290.106
1996-12-19,292.561
1996-12-20,293.795
1996-12-21,292.09
1996-12-22,292.794
1996-12-23,287.199
1996-12-24,285.8
1996-12-25,287.273
1996-12-26,286.408
1996-12-27,285.948
1996-12-28,284.887
1996-12-29,290.689
1996-12-30,293.169
1996-12-31,290.426
1997-01-01,287.77
1997-01-02,290.348
1997-01-03,291.573
1997-01-04,294.486
1997-01-05,289.153
1997-01-06,293.655
1997-01-07,288.183
1997-01-08,286.936
1997-01-09,286.988
1997-01-10,287.232
1997-01-11,287.378
1997-01-12,287.62
1997-01-13,284.929
1997-01-14,286.395
1997-01-15,287.121
1997-01-16,287.784
1997-01-17,284.243
1997-01-18,277.999
1997-01-19,284.746
1997-01-20,285.433
1997-01-21,284.621
1997-01-22,284.304
1997-01-23,282.222
1997-01-24,283.765
1997-01-25,287.586
1997-01-26,287.204
1997-01-27,286.44
1997-01-28,283.598
1997-01-29,284.055
1997-01-30,288.483
1997-01-31,293.915
1997-02-01,293.911
1997-02-02,294.493
1997-02-03,290.117
1997-02-04,287.72
1997-02-05,290.276
1997-02-06,286.869
1997-02-07,286.812
1997-02-08,290.05
1997-02-09,290.382
1997-02-10,287.876
1997-02-11,289.329
1997-02-12,287.815
1997-02-13,284.99
1997-02-14,270.663
1997-02-15,282.289
1997-02-16,285.899
1997-02-17,291.873
1997-02-18,290.826
1997-02-19,290.87
1997-02-20,289.369
1997-02-21,287.085
1997-02-22,286.179
1997-02-23,281.03
1997-02-24,282.932
1997-02-25,284.104
1997-02-26,284.27
1997-02-27,290.073
1997-02-28,288.346
1997-03-01,291.026
1997-03-02,287.94
1997-03-03,286.524
1997-03-04,287.289
1997-03-05,281.261
1997-03-06,282.035
1997-03-07,278.3
1997-03-08,280.573
1997-03-09,279.895
1997-03-10,280.597
1997-03-11,283.165
1997-03-12,287.933
1997-03-13,286.897
1997-03-14,286.029
1997-03-15,289.795
1997-03-16,293.02
1997-03-17,293.109
1997-03-18,293.443
1997-03-19,289.934
1997-03-20,291.497
1997-03-21,291.704
1997-03-22,288.169
1997-03-23,286.022
1997-03-24,288.917
1997-03-25,289.218
1997-03-26,288.04
1997-03-27,288.158
1997-03-28,287.997
1997-03-29,291.442
1997-03-30,291.215
1997-03-31,293.758
1997-04-01,296.112
1997-04-02,297.824
1997-04-03,299.331
1997-04-04,298.476
1997-04-05,295.847
1997-04-06,298.483
1997-04-07,298.833
1997-04-08,300.372
1997-04-09,295.804
1997-04-10,299.313
1997-04-11,296.824
1997-04-12,298.898
1997-04-13,300.685
1997-04-14,300.229
1997-04-15,296.372
1997-04-16,290.607
1997-04-17,290.924
1997-04-18,293.115
1997-04-19,297.272
1997-04-20,296.719
1997-04-21,297.11
1997-04-22,295.865
1997-04-23,296.155
1997-04-24,295.075
1997-04-25,293.765
1997-04-26,297.131
1997-04-27,299.293
1997-04-28,299.539
1997-04-29,298.453
1997-04-30,298.678
1997-05-01,297.736
1997-05-02,297.06
1997-05-03,297.955
1997-05-04,298.027
1997-05-05,297.541
1997-05-06,293.098
1997-05-07,291.785
1997-05-08,292.913
1997-05-09,294.277
1997-05-10,296.256
1997-05-11,297.843
1997-05-12,298.723
1997-05-13,297.397
1997-05-14,298.294
1997-05-15,300.747
1997-05-16,301.307
1997-05-17,300.452
1997-05-18,300.032
1997-05-19,302.041
1997-05-20,303.289
1997-05-21,304.228
1997-05-22,304.417
1997-05-23,303.619
1997-05-24,303.538
1997-05-25,305.159
1997-05-26,304.881
1997-05-27,300.233
1997-05-28,297.374
1997-05-29,302.123
1997-05-30,301.971
1997-05-31,304.468
1997-06-01,303.578
1997-06-02,304.937
1997-06-03,305.707
1997-06-04,303.694
1997-06-05,304.187
1997-06-06,304.752
1997-06-07,305.101
1997-06-08,305.589
1997-06-09,305.109
1997-06-10,304.979
1997-06-11,304.718
1997-06-12,303.031
1997-06-13,304.579
1997-06-14,304.984
1997-06-15,304.093
1997-06-16,305.021
1997-06-17,307.268
1997-06-18,308.333
1997-06-19,307.217
1997-06-20,306.242
1997-06-21,307.504
1997-06-22,308.414
1997-06-23,311.262
1997-06-24,310.016
1997-06-25,307.617
1997-06-26,303.522
1997-06-27,303.686
1997-06-28,305.899
1997-06-29,306.638
1997-06-30,306.163
1997-07-01,307.235
1997-07-02,307.422
1997-07-03,306.607
1997-07-04,308.017
1997-07-05,307.453
1997-07-06,310.272
1997-07-07,310.968
1997-07-08,308.789
1997-07-09,307.637
1997-07-10,308.499
1997-07-11,309.682
1997-07-12,310.319
1997-07-13,310.462
1997-07-14,311.109
1997-07-15,310.186
1997-07-16,309.795
1997-07-17,311.186
1997-07-18,311.647
1997-07-19,312.013
1997-07-20,310.475
1997-07-21,308.747
1997-07-22,307.415
1997-07-23,310.446
1997-07-24,309.494
1997-07-25,307.431
1997-07-26,308.36
1997-07-27,309.699
1997-07-28,311.378
1997-07-29,310.672
1997-07-30,306.935
1997-07-31,303.556
1997-08-01,307.195
1997-08-02,308.778
1997-08-03,307.634
1997-08-04,306.493
1997-08-05,305.871
1997-08-06,307.349
1997-08-07,306.345
1997-08-08,304.976
1997-08-09,304.082
1997-08-10,305.09
1997-08-11,302.04
1997-08-12,302.601
1997-08-13,305.955
1997-08-14,306.862
1997-08-15,309.446
1997-08-16,307.672
1997-08-17,305.815
1997-08-18,305.185
1997-08-19,307.693
1997-08-20,308.018
1997-08-21,308.216
1997-08-22,309.307
1997-08-23,308.143
1997-08-24,306.033
1997-08-25,306.656
1997-08-26,307.292
1997-08-27,309.847
1997-08-28,308.308
1997-08-29,306.699
1997-08-30,306.151
1997-08-31,307.129
1997-09-01,308.011
1997-09-02,308.522
1997-09-03,307.834
1997-09-04,307.26
1997-09-05,306.348
1997-09-06,307.402
1997-09-07,308.182
1997-09-08,309.542
1997-09-09,308.966
1997-09-10,307.864
1997-09-11,307.72
1997-09-12,306.345
1997-09-13,306.095
1997-09-14,304.911
1997-09-15,305.257
1997-09-16,304.951
1997-09-17,302.527
1997-09-18,300.204
1997-09-19,299.425
1997-09-20,297.966
1997-09-21,299.36
1997-09-22,301.533
1997-09-23,303.363
1997-09-24,300.957
1997-09-25,298.489
1997-09-26,297.156
1997-09-27,299.483
1997-09-28,301.597
1997-09-29,301.631
1997-09-30,302.116
1997-10-01,304.504
1997-10-02,304.783
1997-10-03,302.841
1997-10-04,298.161
1997-10-05,301.443
1997-10-06,301.593
1997-10-07,301.057
1997-10-08,293.814
1997-10-09,294.951
1997-10-10,293.126
1997-10-11,293.643
1997-10-12,296.128
1997-10-13,299.064
1997-10-14,295.781
1997-10-15,299.328
1997-10-16,300.76
1997-10-17,299.386
1997-10-18,294.446
1997-10-19,294.704
1997-10-20,295.684
1997-10-21,294.063
1997-10-22,294.813
1997-10-23,300.159
1997-10-24,301.859
1997-10-25,303.216
1997-10-26,302.937
1997-10-27,303.934
1997-10-28,299.605
1997-10-29,297.854
1997-10-30,298.718
1997-10-31,299.076
1997-11-01,298.385
1997-11-02,297.715
1997-11-03,300.089
1997-11-04,297.182
1997-11-05,293.513
1997-11-06,294.065
1997-11-07,292.638
1997-11-08,293.764
1997-11-09,294.823
1997-11-10,298.095
1997-11-11,297.185
1997-11-12,290.65
1997-11-13,292.358
1997-11-14,294.766
1997-11-15,296.867
1997-11-16,296.131
1997-11-17,295.802
1997-11-18,292.778
1997-11-19,291.898
1997-11-20,286.138
1997-11-21,282.183
1997-11-22,285.083
1997-11-23,290.764
1997-11-24,286.38
1997-11-25,285.26
1997-11-26,289.398
1997-11-27,292.347
1997-11-28,292.846
1997-11-29,293.294
1997-11-30,293.971
1997-12-01,291.918
1997-12-02,288.738
1997-12-03,284.422
1997-12-04,282.095
1997-12-05,289.665
1997-12-06,293.128
1997-12-07,291.528
1997-12-08,287.302
1997-12-09,287.244
1997-12-10,289.834
1997-12-11,289.267
1997-12-12,288.072
1997-12-13,286.426
1997-12-14,289.559
1997-12-15,293.878
1997-12-16,290.754
1997-12-17,284.297
1997-12-18,282.389
1997-12-19,287.566
1997-12-20,285.327
1997-12-21,288.96
1997-12-22,292.402
1997-12-23,288.452
1997-12-24,284.472
1997-12-25,277.131
1997-12-26,279.314
1997-12-27,281.805
1997-12-28,281.898
1997-12-29,280.809
1997-12-30,281.526
1997-12-31,281.228
1998-01-01,280.522
1998-01-02,281.491
1998-01-03,283.978
1998-01-04,285.314
1998-01-05,283.728
1998-01-06,282.213
1998-01-07,283.106
1998-01-08,283.899
1998-01-09,282.927
1998-01-10,286.702
1998-01-11,286.896
1998-01-12,288.196
1998-01-13,283.591
1998-01-14,283.976
1998-01-15,287.816
1998-01-16,289.071
1998-01-17,288.391
1998-01-18,286.077
1998-01-19,287.227
1998-01-20,289.94
1998-01-21,286.834
1998-01-22,283.826
1998-01-23,286.062
1998-01-24,283.368
1998-01-25,281.509
1998-01-26,281.317
1998-01-27,280.958
1998-01-28,286.889
1998-01-29,284.583
1998-01-30,284.902
1998-01-31,280.021
1998-02-01,286.156
1998-02-02,287.846
1998-02-03,287.084
1998-02-04,284.482
1998-02-05,282.76
1998-02-06,287.197
1998-02-07,289.916
1998-02-08,290.02
1998-02-09,290.139
1998-02-10,285.082
1998-02-11,278.711
1998-02-12,276.225
1998-02-13,285.989
1998-02-14,287.378
1998-02-15,289.261
1998-02-16,291.431
1998-02-17,288.432
1998-02-18,293.294
1998-02-19,294.318
1998-02-20,293.434
1998-02-21,292.174
1998-02-22,291.985
1998-02-23,291.974
1998-02-24,289.737
1998-02-25,292.157
1998-02-26,292.544
1998-02-27,290.748
1998-02-28,293.18
1998-03-01,290.95
1998-03-02,288.296
1998-03-03,292.566
1998-03-04,294.145
1998-03-05,293.231
1998-03-06,292.761
1998-03-07,290.548
1998-03-08,288.537
1998-03-09,289.123
1998-03-10,289.296
1998-03-11,291.223
1998-03-12,293.801
1998-03-13,296.572
1998-03-14,294.625
1998-03-15,288.233
1998-03-16,290.936
1998-03-17,291.421
1998-03-18,290.97
1998-03-19,286.971
1998-03-20,288.755
1998-03-21,286.937
1998-03-22,289.263
1998-03-23,288.336
1998-03-24,289.33
1998-03-25,290.81
1998-03-26,295.346
1998-03-27,298.369
1998-03-28,296.63
1998-03-29,293.069
1998-03-30,291.517
1998-03-31,292.713
1998-04-01,296.647
1998-04-02,295.76
1998-04-03,290.925
1998-04-04,284.01
1998-04-05,287.066
1998-04-06,291.12
1998-04-07,291.678
1998-04-08,292.081
1998-04-09,289.125
1998-04-10,291.473
1998-04-11,286.957
1998-04-12,287.929
1998-04-13,289.896
1998-04-14,291.691
1998-04-15,289.918
1998-04-16,292.076
1998-04-17,289.193
1998-04-18,291.875
1998-04-19,294.287
1998-04-20,294.798
1998-04-21,294.943
1998-04-22,293.695
1998-04-23,292.786
1998-04-24,295.585
1998-04-25,297.65
1998-04-26,302.511
1998-04-27,301.198
1998-04-28,299.391
1998-04-29,299.869
1998-04-30,298.779
1998-05-01,297.518
1998-05-02,298.739
1998-05-03,299.627
1998-05-04,298.465
1998-05-05,298.56
1998-05-06,301.68
1998-05-07,300.912
1998-05-08,302.012
1998-05-09,300.358
1998-05-10,299.81
1998-05-11,299.197
1998-05-12,295.708
1998-05-13,294.535
1998-05-14,297.985
1998-05-15,299.049
1998-05-16,300.559
1998-05-17,303.441
1998-05-18,304.199
1998-05-19,298.894
1998-05-20,301.735
1998-05-21,301.054
1998-05-22,300.64
1998-05-23,300.703
1998-05-24,300.798
1998-05-25,301.361
1998-05-26,299.894
1998-05-27,301.462
1998-05-28,302.011
1998-05-29,302.398
1998-05-30,303.053
1998-05-31,304.516
1998-06-01,303.717
1998-06-02,303.187
1998-06-03,302.867
1998-06-04,302.961
1998-06-05,303.072
1998-06-06,306.682
1998-06-07,308.956
1998-06-08,308.444
1998-06-09,308.814
1998-06-10,307.907
1998-06-11,306.272
1998-06-12,304.869
1998-06-13,306.371
1998-06-14,306.389
1998-06-15,306.579
1998-06-16,306.135
1998-06-17,307.78
1998-06-18,309.492
1998-06-19,310.19
1998-06-20,310.203
1998-06-21,307.77
1998-06-22,308.964
1998-06-23,308.98
1998-06-24,309.651
1998-06-25,309.386
1998-06-26,309.7
1998-06-27,311.436
1998-06-28,310.361
1998-06-29,310.037
1998-06-30,309.452
1998-07-01,309.649
1998-07-02,311.005
1998-07-03,311.938
1998-07-04,312.989
1998-07-05,312.639
1998-07-06,311.665
1998-07-07,311.921
1998-07-08,310.887
1998-07-09,311.246
1998-07-10,309.283
1998-07-11,310.94
1998-07-12,311.53
1998-07-13,309.587
1998-07-14,311.382
1998-07-15,310.719
1998-07-16,309.744
1998-07-17,307.881
1998-07-18,307.236
1998-07-19,310.981
1998-07-20,311.16
1998-07-21,310.029
1998-07-22,310.355
1998-07-23,309.521
1998-07-24,307.487
1998-07-25,307.557
1998-07-26,306.082
1998-07-27,305.979
1998-07-28,306.942
1998-07-29,306.939
1998-07-30,307.293
1998-07-31,309.597
1998-08-01,309.935
1998-08-02,305.959
1998-08-03,305.378
1998-08-04,307.267
1998-08-05,307.974
1998-08-06,304.913
1998-08-07,303.303
1998-08-08,305.675
1998-08-09,306.34
1998-08-10,306.258
1998-08-11,307.342
1998-08-12,308.626
1998-08-13,309.581
1998-08-14,307.63
1998-08-15,308.36
1998-08-16,308.701
1998-08-17,308.259
1998-08-18,307.154
1998-08-19,307.0
1998-08-20,307.115
1998-08-21,307.123
1998-08-22,308.169
1998-08-23,307.59
1998-08-24,306.901
1998-08-25,307.111
1998-08-26,308.19
1998-08-27,308.265
1998-08-28,305.84
1998-08-29,308.675
1998-08-30,308.285
1998-08-31,308.288
1998-09-01,311.67
1998-09-02,305.525
1998-09-03,302.403
1998-09-04,302.908
1998-09-05,304.089
1998-09-06,305.674
1998-09-07,304.016
1998-09-08,299.367
1998-09-09,302.505
1998-09-10,302.608
1998-09-11,301.678
1998-09-12,303.505
1998-09-13,305.42
1998-09-14,305.477
1998-09-15,304.464
1998-09-16,302.226
1998-09-17,302.884
1998-09-18,303.873
1998-09-19,304.341
1998-09-20,305.108
1998-09-21,305.994
1998-09-22,303.78
1998-09-23,300.747
1998-09-24,302.14
1998-09-25,301.92
1998-09-26,301.1
1998-09-27,301.611
1998-09-28,303.027
1998-09-29,302.085
1998-09-30,305.247
1998-10-01,302.255
1998-10-02,301.433
1998-10-03,300.433
1998-10-04,300.282
1998-10-05,298.718
1998-10-06,291.281
1998-10-07,296.967
1998-10-08,297.609
1998-10-09,298.91
1998-10-10,296.039
1998-10-11,292.925
1998-10-12,296.753
1998-10-13,295.948
1998-10-14,294.149
1998-10-15,298.554
1998-10-16,301.365
1998-10-17,299.058
1998-10-18,292.896
1998-10-19,294.621
1998-10-20,297.628
1998-10-21,298.692
1998-10-22,298.705
1998-10-23,298.427
1998-10-24,299.973
1998-10-25,297.53
1998-10-26,296.05
1998-10-27,294.947
1998-10-28,291.817
1998-10-29,296.989
1998-10-30,296.813
1998-10-31,298.126
1998-11-01,296.24
1998-11-02,296.057
1998-11-03,298.35
1998-11-04,295.779
1998-11-05,291.164
1998-11-06,293.018
1998-11-07,294.283
1998-11-08,293.946
1998-11-09,295.288
1998-11-10,296.845
1998-11-11,292.228
1998-11-12,290.674
1998-11-13,292.402
1998-11-14,292.11
1998-11-15,290.815
1998-11-16,294.732
1998-11-17,295.112
1998-11-18,292.785
1998-11-19,289.567
1998-11-20,294.382
1998-11-21,296.336
1998-11-22,297.561
1998-11-23,296.414
1998-11-24,296.139
1998-11-25,292.664
1998-11-26,289.101
1998-11-27,293.283
1998-11-28,291.329
1998-11-29,289.033
1998-11-30,288.333
1998-12-01,285.388
1998-12-02,278.091
1998-12-03,288.726
1998-12-04,280.709
1998-12-05,280.234
1998-12-06,276.844
1998-12-07,279.221
1998-12-08,281.381
1998-12-09,286.577
1998-12-10,285.384
1998-12-11,288.749
1998-12-12,284.087
1998-12-13,277.051
1998-12-14,275.621
1998-12-15,279.921
1998-12-16,283.283
1998-12-17,286.157
1998-12-18,281.498
1998-12-19,278.523
1998-12-20,282.016
1998-12-21,289.267
1998-12-22,288.417
1998-12-23,284.723
1998-12-24,278.207
1998-12-25,280.624
1998-12-26,286.446
1998-12-27,287.115
1998-12-28,288.92
1998-12-29,289.469
1998-12-30,285.497
1998-12-31,282.222
1999-01-01,280.031
1999-01-02,280.531
1999-01-03,283.005
1999-01-04,287.058
1999-01-05,287.935
1999-01-06,285.201
1999-01-07,282.229
1999-01-08,281.702
1999-01-09,282.92
1999-01-10,281.169
1999-01-11,282.781
1999-01-12,289.081
1999-01-13,288.555
1999-01-14,284.351
1999-01-15,283.769
1999-01-16,282.538
1999-01-17,277.22
1999-01-18,282.763
1999-01-19,289.385
1999-01-20,288.156
1999-01-21,285.026
1999-01-22,277.485
1999-01-23,284.802
1999-01-24,288.348
1999-01-25,291.192
1999-01-26,288.836
1999-01-27,288.933
1999-01-28,292.535
1999-01-29,290.224
1999-01-30,285.175
1999-01-31,287.192
1999-02-01,287.478
1999-02-02,288.966
1999-02-03,288.427
1999-02-04,289.379
1999-02-05,288.99
1999-02-06,290.599
1999-02-07,291.633
1999-02-08,290.609
1999-02-09,290.428
1999-02-10,290.238
1999-02-11,288.339
1999-02-12,288.881
1999-02-13,284.733
1999-02-14,287.165
1999-02-15,290.361
1999-02-16,288.58
1999-02-17,288.359
1999-02-18,291.361
1999-02-19,289.746
1999-02-20,288.757
1999-02-21,291.573
1999-02-22,296.724
1999-02-23,297.967
1999-02-24,294.188
1999-02-25,294.629
1999-02-26,293.084
1999-02-27,289.506
1999-02-28,288.426
1999-03-01,293.947
1999-03-02,296.053
1999-03-03,296.581
1999-03-04,298.775
1999-03-05,297.093
1999-03-06,295.026
1999-03-07,285.337
1999-03-08,284.737
1999-03-09,286.987
1999-03-10,287.623
1999-03-11,289.165
1999-03-12,293.926
1999-03-13,292.409
1999-03-14,290.06
1999-03-15,287.977
1999-03-16,285.814
1999-03-17,290.702
1999-03-18,290.797
1999-03-19,288.027
1999-03-20,289.693
1999-03-21,291.25
1999-03-22,289.919
1999-03-23,287.474
1999-03-24,288.732
1999-03-25,294.938
1999-03-26,293.694
1999-03-27,286.928
1999-03-28,288.848
1999-03-29,298.186
1999-03-30,295.892
1999-03-31,294.451
1999-04-01,290.724
1999-04-02,289.59
1999-04-03,293.928
1999-04-04,296.341
1999-04-05,295.239
1999-04-06,293.721
1999-04-07,297.008
1999-04-08,297.137
1999-04-09,299.52
1999-04-10,299.825
1999-04-11,299.185
1999-04-12,297.89
1999-04-13,301.19
1999-04-14,300.778
1999-04-15,298.737
1999-04-16,296.289
1999-04-17,296.055
1999-04-18,297.878
1999-04-19,298.638
1999-04-20,296.767
1999-04-21,295.425
1999-04-22,292.089
1999-04-23,295.33
1999-04-24,296.715
1999-04-25,296.369
1999-04-26,293.482
1999-04-27,295.816
1999-04-28,294.887
1999-04-29,298.987
1999-04-30,298.827
1999-05-01,298.018
1999-05-02,293.306
1999-05-03,293.037
1999-05-04,296.654
1999-05-05,299.834
1999-05-06,301.304
1999-05-07,301.81
1999-05-08,303.203
1999-05-09,302.669
1999-05-10,301.893
1999-05-11,302.36
1999-05-12,290.114
1999-05-13,291.939
1999-05-14,295.902
1999-05-15,299.271
1999-05-16,300.597
1999-05-17,299.193
1999-05-18,299.899
1999-05-19,302.636
1999-05-20,304.91
1999-05-21,304.519
1999-05-22,305.434
1999-05-23,306.221
1999-05-24,306.7
1999-05-25,305.302
1999-05-26,304.157
1999-05-27,303.687
1999-05-28,304.84
1999-05-29,302.963
1999-05-30,298.783
1999-05-31,303.72
1999-06-01,304.151
1999-06-02,303.839
1999-06-03,303.74
1999-06-04,302.505
1999-06-05,304.52
1999-06-06,305.613
1999-06-07,305.938
1999-06-08,307.738
1999-06-09,308.827
1999-06-10,308.117
1999-06-11,305.845
1999-06-12,305.97
1999-06-13,308.045
1999-06-14,310.157
1999-06-15,308.451
1999-06-16,307.208
1999-06-17,306.061
1999-06-18,306.526
1999-06-19,305.312
1999-06-20,307.056
1999-06-21,308.444
1999-06-22,308.501
1999-06-23,305.006
1999-06-24,305.276
1999-06-25,308.194
1999-06-26,308.858
1999-06-27,308.879
1999-06-28,308.849
1999-06-29,310.145
1999-06-30,309.397
1999-07-01,309.952
1999-07-02,310.791
1999-07-03,311.323
1999-07-04,310.658
1999-07-05,311.353
1999-07-06,312.612
1999-07-07,312.376
1999-07-08,311.825
1999-07-09,311.174
1999-07-10,309.378
1999-07-11,310.127
1999-07-12,313.337
1999-07-13,311.679
1999-07-14,310.642
1999-07-15,303.682
1999-07-16,305.603
1999-07-17,306.889
1999-07-18,307.16
1999-07-19,309.221
1999-07-20,308.618
1999-07-21,308.002
1999-07-22,307.255
1999-07-23,308.401
1999-07-24,308.937
1999-07-25,310.427
1999-07-26,309.807
1999-07-27,307.95
1999-07-28,307.577
1999-07-29,304.766
1999-07-30,306.012
1999-07-31,308.214
1999-08-01,304.494
1999-08-02,303.675
1999-08-03,305.054
1999-08-04,306.092
1999-08-05,309.323
1999-08-06,307.658
1999-08-07,307.455
1999-08-08,303.983
1999-08-09,305.521
1999-08-10,305.322
1999-08-11,304.919
1999-08-12,304.945
1999-08-13,303.472
1999-08-14,305.089
1999-08-15,307.296
1999-08-16,306.867
1999-08-17,305.868
1999-08-18,304.607
1999-08-19,305.538
1999-08-20,305.449
1999-08-21,304.875
1999-08-22,304.974
1999-08-23,302.72
1999-08-24,303.689
1999-08-25,304.914
1999-08-26,303.773
1999-08-27,306.72
1999-08-28,306.524
1999-08-29,307.634
1999-08-30,306.638
1999-08-31,304.864
1999-09-01,306.084
1999-09-02,305.68
1999-09-03,305.228
1999-09-04,302.278
1999-09-05,302.867
1999-09-06,304.256
1999-09-07,301.382
1999-09-08,303.323
1999-09-09,303.861
1999-09-10,304.2
1999-09-11,305.014
1999-09-12,304.78
1999-09-13,303.246
1999-09-14,303.612
1999-09-15,307.013
1999-09-16,307.372
1999-09-17,307.635
1999-09-18,304.788
1999-09-19,300.247
1999-09-20,298.939
1999-09-21,303.26
1999-09-22,302.725
1999-09-23,301.441
1999-09-24,302.663
1999-09-25,299.795
1999-09-26,297.846
1999-09-27,299.603
1999-09-28,304.01
1999-09-29,302.736
1999-09-30,303.06
1999-10-01,298.159
1999-10-02,297.316
1999-10-03,299.123
1999-10-04,299.815
1999-10-05,298.099
1999-10-06,298.559
1999-10-07,300.953
1999-10-08,298.932
1999-10-09,294.65
1999-10-10,301.085
1999-10-11,302.982
1999-10-12,300.636
1999-10-13,296.641
1999-10-14,300.732
1999-10-15,300.807
1999-10-16,302.525
1999-10-17,302.219
1999-10-18,302.368
1999-10-19,300.298
1999-10-20,298.186
1999-10-21,290.403
1999-10-22,294.391
1999-10-23,293.392
1999-10-24,293.524
1999-10-25,294.459
1999-10-26,295.53
1999-10-27,298.281
1999-10-28,296.949
1999-10-29,296.405
1999-10-30,295.469
1999-10-31,293.423
1999-11-01,293.269
1999-11-02,292.344
1999-11-03,290.26
1999-11-04,285.447
1999-11-05,284.437
1999-11-06,288.474
1999-11-07,289.511
1999-11-08,291.742
1999-11-09,292.781
1999-11-10,294.549
1999-11-11,295.117
1999-11-12,295.694
1999-11-13,296.096
1999-11-14,295.567
1999-11-15,294.971
1999-11-16,294.868
1999-11-17,292.002
1999-11-18,292.527
1999-11-19,295.923
1999-11-20,293.257
1999-11-21,296.169
1999-11-22,296.898
1999-11-23,293.302
1999-11-24,286.522
1999-11-25,293.63
1999-11-26,290.796
1999-11-27,287.854
1999-11-28,281.933
1999-11-29,279.319
1999-11-30,286.526
1999-12-01,292.944
1999-12-02,292.75
1999-12-03,291.429
1999-12-04,289.163
1999-12-05,288.286
1999-12-06,289.554
1999-12-07,291.749
1999-12-08,290.564
1999-12-09,284.54
1999-12-10,286.676
1999-12-11,288.08
1999-12-12,288.462
1999-12-13,289.62
1999-12-14,291.999
1999-12-15,289.312
1999-12-16,290.722
1999-12-17,288.337
1999-12-18,284.222
1999-12-19,284.698
1999-12-20,285.388
1999-12-21,286.388
1999-12-22,282.445
1999-12-23,285.582
1999-12-24,287.853
1999-12-25,284.038
1999-12-26,279.087
1999-12-27,272.355
1999-12-28,274.793
1999-12-29,278.08
1999-12-30,277.142
1999-12-31,282.266
2000-01-01,283.905
2000-01-02,282.709
2000-01-03,283.084
2000-01-04,282.783
2000-01-05,279.932
2000-01-06,280.297
2000-01-07,286.925
2000-01-08,284.656
2000-01-09,284.606
2000-01-10,282.957
2000-01-11,284.933
2000-01-12,283.63
2000-01-13,282.695
2000-01-14,279.241
2000-01-15,285.85
2000-01-16,288.392
2000-01-17,286.536
2000-01-18,289.472
2000-01-19,286.893
2000-01-20,287.589
2000-01-21,286.339
2000-01-22,286.503
2000-01-23,286.674
2000-01-24,285.983
2000-01-25,285.969
2000-01-26,280.769
2000-01-27,284.477
2000-01-28,289.16
2000-01-29,284.256
2000-01-30,281.087
2000-01-31,283.533
2000-02-01,284.012
2000-02-02,281.96
2000-02-03,281.901
2000-02-04,285.276
2000-02-05,289.174
2000-02-06,287.61
2000-02-07,285.812
2000-02-08,289.13
2000-02-09,290.632
2000-02-10,290.034
2000-02-11,287.425
2000-02-12,286.267
2000-02-13,285.814
2000-02-14,288.54
2000-02-15,293.808
2000-02-16,291.952
2000-02-17,286.576
2000-02-18,284.769
2000-02-19,282.166
2000-02-20,280.797
2000-02-21,285.905
2000-02-22,287.519
2000-02-23,288.074
2000-02-24,288.557
2000-02-25,291.743
2000-02-26,288.538
2000-02-27,286.159
2000-02-28,290.899
2000-02-29,289.526
2000-03-01,288.153
2000-03-02,289.979
2000-03-03,286.989
2000-03-04,281.992
2000-03-05,285.897
2000-03-06,290.03
2000-03-07,292.534
2000-03-08,290.123
2000-03-09,292.681
2000-03-10,296.041
2000-03-11,295.735
2000-03-12,295.112
2000-03-13,293.469
2000-03-14,287.045
2000-03-15,289.253
2000-03-16,289.682
2000-03-17,291.075
2000-03-18,293.063
2000-03-19,291.803
2000-03-20,294.8
2000-03-21,297.437
2000-03-22,296.483
2000-03-23,292.662
2000-03-24,293.081
2000-03-25,298.014
2000-03-26,296.783
2000-03-27,289.461
2000-03-28,295.525
2000-03-29,294.552
2000-03-30,296.903
2000-03-31,300.173
2000-04-01,298.416
2000-04-02,297.108
2000-04-03,296.922
2000-04-04,299.198
2000-04-05,298.969
2000-04-06,299.078
2000-04-07,300.447
2000-04-08,300.291
